,id,step_id,vendor,playbook_name,playbook_description,step_names,step_types,step_description,actuator
24,p25,s144,FortiSOAR,"Action - IP Address - Block (Fortigate,FortiEDR)",Isolates and blocks specified IP addresses using FortiGate and FortiEDR.,blocks IP,User decision,Platform blocks IP,Platform
24,p25,s145,FortiSOAR,"Action - IP Address - Block (Fortigate,FortiEDR)",Isolates and blocks specified IP addresses using FortiGate and FortiEDR.,isolates Host,Connector,FortiSOAR-fortiedr isolates Host,FortiSOAR-fortiedr
24,p25,s146,FortiSOAR,"Action - IP Address - Block (Fortigate,FortiEDR)",Isolates and blocks specified IP addresses using FortiGate and FortiEDR.,updates Record,API call,Platform updates Record,Platform
24,p25,s148,FortiSOAR,"Action - IP Address - Block (Fortigate,FortiEDR)",Isolates and blocks specified IP addresses using FortiGate and FortiEDR.,adds note to Alerts,Manual task,Platform adds note to Alerts,Platform
26,p27,s155,FortiSOAR,Action - IP Address - Block (Specified by User),"Creates indicators for the specified IP Address' , blocks the IP address on the firewall, and marks the indicators as blocked. The indicator is also linked to the record on which the playbook is triggered.",creates IP Indicator _ Deduplicated,Manual task,Platform creates IP Indicator _ Deduplicated,Platform
26,p27,s156,FortiSOAR,Action - IP Address - Block (Specified by User),"Creates indicators for the specified IP Address' , blocks the IP address on the firewall, and marks the indicators as blocked. The indicator is also linked to the record on which the playbook is triggered.",blocks IP Address,Playbook execution,Platform blocks IP Address,Platform
28,p29,s168,FortiSOAR,Action - IP Address - Unblock (Specified by User),"Creates indicators for the specified 'IP Address', unblocks the IP address on the firewall, and marks the indicators as unblocked. The indicator is also linked to the record on which the playbook is triggered.",unblocks IP Address,Playbook execution,Platform unblocks IP Address,Platform
30,p31,s177,FortiSOAR,Action - URL - Block (Specified by User),"Creates indicators for the specified 'URL', blocks the URL on the firewall, and marks the indicator as blocked. The indicator is also linked to the record on which the playbook is triggered.",creates URL Indicator _ Deduplicated,Manual task,Platform creates URL Indicator _ Deduplicated,Platform
32,p33,s186,FortiSOAR,Action - URL - Unblock (Specified by User),"Creates indicators for the specified 'URL', unblocks the URL on the firewall, and marks the indicator as unblocked. The indicator is also linked to the record on which the playbook is triggered.",unblocks URL,Playbook execution,Platform unblocks URL,Platform
33,p34,s189,FortiSOAR,Activate Inactive Users - Update User Status,This is a subroutine playbook to update the user status as active,actives Users Status,Connector,cyops_utilities actives Users Status,cyops_utilities
33,p34,s190,FortiSOAR,Activate Inactive Users - Update User Status,This is a subroutine playbook to update the user status as active,updates Active Users,Connector,cyops_utilities updates Active Users,cyops_utilities
34,p35,s193,FortiSOAR,Activate Inactive Users,Find the Inactive users and activate them,finds Inactive Users,Query/filter task,Platform finds Inactive Users,Platform
34,p35,s194,FortiSOAR,Activate Inactive Users,Find the Inactive users and activate them,activates Users,Playbook execution,Platform activates Users,Platform
35,p36,s195,FortiSOAR,Add Attacker Tag to Indicator (FortiDeceptor),Finds the Attacker IP Address in a FortiDeceptor alert and adds the Attacker Tag to the indicator as well as updates the reputation of the indicator to Malicious.,finds Attacker IP,Query/filter task,Platform finds Attacker IP,Platform
35,p36,s196,FortiSOAR,Add Attacker Tag to Indicator (FortiDeceptor),Finds the Attacker IP Address in a FortiDeceptor alert and adds the Attacker Tag to the indicator as well as updates the reputation of the indicator to Malicious.,adds Tag to Indicator and Update Reputation,API call,Platform adds Tag to Indicator and Update Reputation,Platform
36,p37,s198,FortiSOAR,Add Note for Communication Linked (Received),Adds a note stating a new communication that was received has been linked to alert.,gets Related Records,Configuration,Platform gets Related Records,Platform
37,p38,s205,FortiSOAR,Add Note for Communication Linked,Adds a note stating a new communication has been linked to alert.,news Record Linked,Condition,Platform news Record Linked,Platform
37,p38,s207,FortiSOAR,Add Note for Communication Linked,Adds a note stating a new communication has been linked to alert.,nos New Record,Configuration,Platform nos New Record,Platform
38,p39,s208,FortiSOAR,Add to Exclude List,"Add IP, Domain and URL in Excluded Global Variables",adds URL to Excluded URL List,Configuration,Platform adds URL to Excluded URL List,Platform
38,p39,s209,FortiSOAR,Add to Exclude List,"Add IP, Domain and URL in Excluded Global Variables",adds Domain to Excluded Domains List,Configuration,Platform adds Domain to Excluded Domains List,Platform
38,p39,s212,FortiSOAR,Add to Exclude List,"Add IP, Domain and URL in Excluded Global Variables",adds Indicator to Exclude List,API call,Platform adds Indicator to Exclude List,Platform
38,p39,s213,FortiSOAR,Add to Exclude List,"Add IP, Domain and URL in Excluded Global Variables",updates Excluded IPs List,Connector,cyops_utilities updates Excluded IPs List,cyops_utilities
38,p39,s214,FortiSOAR,Add to Exclude List,"Add IP, Domain and URL in Excluded Global Variables",updates Excluded Domains List,Connector,cyops_utilities updates Excluded Domains List,cyops_utilities
38,p39,s215,FortiSOAR,Add to Exclude List,"Add IP, Domain and URL in Excluded Global Variables",adds IP to Excluded IP List,Configuration,Platform adds IP to Excluded IP List,Platform
38,p39,s216,FortiSOAR,Add to Exclude List,"Add IP, Domain and URL in Excluded Global Variables",updates Excluded Urls,Connector,cyops_utilities updates Excluded Urls,cyops_utilities
39,p40,s218,FortiSOAR,Alert - Close Corresponding SIEM Alert,Closes the alert on the corresponding SIEM when an alert is closed in FortiSOAR.,closes SIEM Alert,User decision,Platform closes SIEM Alert,Platform
39,p40,s219,FortiSOAR,Alert - Close Corresponding SIEM Alert,Closes the alert on the corresponding SIEM when an alert is closed in FortiSOAR.,adds Clossure note,Manual task,Platform adds Clossure note,Platform
39,p40,s220,FortiSOAR,Alert - Close Corresponding SIEM Alert,Closes the alert on the corresponding SIEM when an alert is closed in FortiSOAR.,adds No Change Note,Manual task,Platform adds No Change Note,Platform
40,p41,s222,FortiSOAR,Alert - Disable Specific User,Disables the specified User Account from the Active Directory.,blocks a User within a Windows Active Directory,Connector,activedirectory blocks a User within a Windows Active Directory,activedirectory
40,p41,s223,FortiSOAR,Alert - Disable Specific User,Disables the specified User Account from the Active Directory.,adds Status Notes,Manual task,Platform adds Status Notes,Platform
41,p42,s226,FortiSOAR,Alert - Escalate to Incident (Link Relations),This playbook will extract related records and assign to incident created,returns Related Records,Configuration,Platform returns Related Records,Platform
42,p43,s227,FortiSOAR,Alert - Escalate To Incident (No Trigger),Creates a new incident with the given inputs and links the alert(s) to the newly created Incident.,gets Related Records,Playbook execution,Platform gets Related Records,Platform
42,p43,s229,FortiSOAR,Alert - Escalate To Incident (No Trigger),Creates a new incident with the given inputs and links the alert(s) to the newly created Incident.,inserts Comment,Manual task,Platform inserts Comment,Platform
42,p43,s230,FortiSOAR,Alert - Escalate To Incident (No Trigger),Creates a new incident with the given inputs and links the alert(s) to the newly created Incident.,sets Escalate Status on Alert,API call,Platform sets Escalate Status on Alert,Platform
42,p43,s231,FortiSOAR,Alert - Escalate To Incident (No Trigger),Creates a new incident with the given inputs and links the alert(s) to the newly created Incident.,sets Playbook Result,Configuration,Platform sets Playbook Result,Platform
42,p43,s232,FortiSOAR,Alert - Escalate To Incident (No Trigger),Creates a new incident with the given inputs and links the alert(s) to the newly created Incident.,gets Unique Related Records,Configuration,Platform gets Unique Related Records,Platform
42,p43,s233,FortiSOAR,Alert - Escalate To Incident (No Trigger),Creates a new incident with the given inputs and links the alert(s) to the newly created Incident.,consolidates Related Records,Configuration,Platform consolidates Related Records,Platform
42,p43,s234,FortiSOAR,Alert - Escalate To Incident (No Trigger),Creates a new incident with the given inputs and links the alert(s) to the newly created Incident.,inserts One Incident_Many_to_One,Manual task,Platform inserts One Incident_Many_to_One,Platform
43,p44,s235,FortiSOAR,Alert - Escalate To Incident,Creates a new incident with the given inputs and links the alert(s) to the newly created Incident.,sets Incident Lead Teams,Configuration,Platform sets Incident Lead Teams,Platform
43,p44,s236,FortiSOAR,Alert - Escalate To Incident,Creates a new incident with the given inputs and links the alert(s) to the newly created Incident.,gets Incident Lead Teams,Connector,cyops_utilities gets Incident Lead Teams,cyops_utilities
43,p44,s237,FortiSOAR,Alert - Escalate To Incident,Creates a new incident with the given inputs and links the alert(s) to the newly created Incident.,references escalate playbook,Playbook execution,Platform references escalate playbook,Platform
44,p45,s241,FortiSOAR,Alert - Periodic Update Alert SLA Status,This is a subroutine playbook to periodically check violations of acknowledgement and response SLA of the open alerts.,checks For Ack Violation,Condition,Platform checks For Ack Violation,Platform
44,p45,s243,FortiSOAR,Alert - Periodic Update Alert SLA Status,This is a subroutine playbook to periodically check violations of acknowledgement and response SLA of the open alerts.,sets Ack SLA Missed,API call,Platform sets Ack SLA Missed,Platform
44,p45,s244,FortiSOAR,Alert - Periodic Update Alert SLA Status,This is a subroutine playbook to periodically check violations of acknowledgement and response SLA of the open alerts.,checks Response Violation,Condition,Platform checks Response Violation,Platform
44,p45,s245,FortiSOAR,Alert - Periodic Update Alert SLA Status,This is a subroutine playbook to periodically check violations of acknowledgement and response SLA of the open alerts.,sets Response SLA Missed,API call,Platform sets Response SLA Missed,Platform
44,p45,s246,FortiSOAR,Alert - Periodic Update Alert SLA Status,This is a subroutine playbook to periodically check violations of acknowledgement and response SLA of the open alerts.,nos Action Needed,Connector,cyops_utilities nos Action Needed,cyops_utilities
45,p46,s248,FortiSOAR,Alert - Set Assigned Date (upon creation),Update Assigned Date when Person is assigned to Alert,sets Assigned Date,API call,Platform sets Assigned Date,Platform
47,p48,s252,FortiSOAR,Alert - Set Resolved Date,"Update Resolved Date when State is marked ""Closed""",updates Resolved Date,API call,Platform updates Resolved Date,Platform
47,p48,s253,FortiSOAR,Alert - Set Resolved Date,"Update Resolved Date when State is marked ""Closed""",nos Operations,Script,Platform nos Operations,Platform
47,p48,s254,FortiSOAR,Alert - Set Resolved Date,"Update Resolved Date when State is marked ""Closed""",checks Status is Closed,Condition,Platform checks Status is Closed,Platform
48,p49,s255,FortiSOAR,Alert - Update SLA Details,Updates an alert's acknowledgement due date and response due date based on the severity of the alert.,verifys SLA Details,Condition,Platform verifys SLA Details,Platform
48,p49,s257,FortiSOAR,Alert - Update SLA Details,Updates an alert's acknowledgement due date and response due date based on the severity of the alert.,gets SLA,Playbook execution,Platform gets SLA,Platform
48,p49,s258,FortiSOAR,Alert - Update SLA Details,Updates an alert's acknowledgement due date and response due date based on the severity of the alert.,updates SLA,API call,Platform updates SLA,Platform
48,p49,s259,FortiSOAR,Alert - Update SLA Details,Updates an alert's acknowledgement due date and response due date based on the severity of the alert.,calculates Ack SLA,Connector,slacalculator calculates Ack SLA,slacalculator
48,p49,s260,FortiSOAR,Alert - Update SLA Details,Updates an alert's acknowledgement due date and response due date based on the severity of the alert.,calculates Resp SLA,Connector,slacalculator calculates Resp SLA,slacalculator
48,p49,s261,FortiSOAR,Alert - Update SLA Details,Updates an alert's acknowledgement due date and response due date based on the severity of the alert.,nos SLA Details Fetched,Connector,cyops_utilities nos SLA Details Fetched,cyops_utilities
49,p50,s263,FortiSOAR,Alert - [01] Capture All SLA (Upon Create),Updates the alert's acknowledgement due date and response due date based on the alert’s severity.,updates SLA,Playbook execution,Platform updates SLA,Platform
50,p51,s265,FortiSOAR,Alert - [02] Capture Ack SLA (Upon Update),Updates the alert's acknowledgement date and SLA Status based on when the alert status is changed.,statuss Check for Ack SLA,Condition,Platform statuss Check for Ack SLA,Platform
50,p51,s266,FortiSOAR,Alert - [02] Capture Ack SLA (Upon Update),Updates the alert's acknowledgement date and SLA Status based on when the alert status is changed.,checks Acknowledge SLA Status,Condition,Platform checks Acknowledge SLA Status,Platform
50,p51,s267,FortiSOAR,Alert - [02] Capture Ack SLA (Upon Update),Updates the alert's acknowledgement date and SLA Status based on when the alert status is changed.,sets Acknowledge SLA as Missed,API call,Platform sets Acknowledge SLA as Missed,Platform
50,p51,s268,FortiSOAR,Alert - [02] Capture Ack SLA (Upon Update),Updates the alert's acknowledgement date and SLA Status based on when the alert status is changed.,sets Acknowledge SLA as Met,API call,Platform sets Acknowledge SLA as Met,Platform
50,p51,s269,FortiSOAR,Alert - [02] Capture Ack SLA (Upon Update),Updates the alert's acknowledgement date and SLA Status based on when the alert status is changed.,gets SLA Details,Playbook execution,Platform gets SLA Details,Platform
50,p51,s270,FortiSOAR,Alert - [02] Capture Ack SLA (Upon Update),Updates the alert's acknowledgement date and SLA Status based on when the alert status is changed.,checks Current Status To Pause SLA,Condition,Platform checks Current Status To Pause SLA,Platform
50,p51,s271,FortiSOAR,Alert - [02] Capture Ack SLA (Upon Update),Updates the alert's acknowledgement date and SLA Status based on when the alert status is changed.,pauses Ack SLA,API call,Platform pauses Ack SLA,Platform
50,p51,s272,FortiSOAR,Alert - [02] Capture Ack SLA (Upon Update),Updates the alert's acknowledgement date and SLA Status based on when the alert status is changed.,recalculates Ack SLA,Connector,slacalculator recalculates Ack SLA,slacalculator
50,p51,s273,FortiSOAR,Alert - [02] Capture Ack SLA (Upon Update),Updates the alert's acknowledgement date and SLA Status based on when the alert status is changed.,resumes Ack SLA,API call,Platform resumes Ack SLA,Platform
51,p52,s276,FortiSOAR,Alert - [03] Capture Response SLA (Upon Update),Updates the alert's response date and SLA Status based on when the alert status is changed.,pauses Response SLA,API call,Platform pauses Response SLA,Platform
51,p52,s278,FortiSOAR,Alert - [03] Capture Response SLA (Upon Update),Updates the alert's response date and SLA Status based on when the alert status is changed.,statuss Check for Response SLA,Condition,Platform statuss Check for Response SLA,Platform
51,p52,s279,FortiSOAR,Alert - [03] Capture Response SLA (Upon Update),Updates the alert's response date and SLA Status based on when the alert status is changed.,checks Response SLA Status,Condition,Platform checks Response SLA Status,Platform
51,p52,s280,FortiSOAR,Alert - [03] Capture Response SLA (Upon Update),Updates the alert's response date and SLA Status based on when the alert status is changed.,sets Response SLA as Met,API call,Platform sets Response SLA as Met,Platform
51,p52,s281,FortiSOAR,Alert - [03] Capture Response SLA (Upon Update),Updates the alert's response date and SLA Status based on when the alert status is changed.,sets Response SLA as Missed,API call,Platform sets Response SLA as Missed,Platform
51,p52,s282,FortiSOAR,Alert - [03] Capture Response SLA (Upon Update),Updates the alert's response date and SLA Status based on when the alert status is changed.,recalculates Response SLA,Connector,slacalculator recalculates Response SLA,slacalculator
51,p52,s283,FortiSOAR,Alert - [03] Capture Response SLA (Upon Update),Updates the alert's response date and SLA Status based on when the alert status is changed.,resumes Response SLA,API call,Platform resumes Response SLA,Platform
52,p53,s284,FortiSOAR,Alert - [04] Check for SLA violations,Checks periodically for violations of acknowledgement SLA of the open alerts.,fetchs Open Alert,Query/filter task,Platform fetchs Open Alert,Platform
52,p53,s285,FortiSOAR,Alert - [04] Check for SLA violations,Checks periodically for violations of acknowledgement SLA of the open alerts.,updates SLA Status,Playbook execution,Platform updates SLA Status,Platform
53,p54,s288,FortiSOAR,Alert - [05] Update Ack and Response Due dates (Post Severity Change),Updates the alert’s acknowledge due date and response due date for change in the severity of alerts,gets Current SLA,Playbook execution,Platform gets Current SLA,Platform
53,p54,s290,FortiSOAR,Alert - [05] Update Ack and Response Due dates (Post Severity Change),Updates the alert’s acknowledge due date and response due date for change in the severity of alerts,updates Reset Ack SLA,API call,Platform updates Reset Ack SLA,Platform
53,p54,s291,FortiSOAR,Alert - [05] Update Ack and Response Due dates (Post Severity Change),Updates the alert’s acknowledge due date and response due date for change in the severity of alerts,resets Ack SLA,Connector,slacalculator resets Ack SLA,slacalculator
53,p54,s292,FortiSOAR,Alert - [05] Update Ack and Response Due dates (Post Severity Change),Updates the alert’s acknowledge due date and response due date for change in the severity of alerts,resets Resp SLA,Connector,slacalculator resets Resp SLA,slacalculator
53,p54,s293,FortiSOAR,Alert - [05] Update Ack and Response Due dates (Post Severity Change),Updates the alert’s acknowledge due date and response due date for change in the severity of alerts,sets Ack SLA,Connector,slacalculator sets Ack SLA,slacalculator
53,p54,s294,FortiSOAR,Alert - [05] Update Ack and Response Due dates (Post Severity Change),Updates the alert’s acknowledge due date and response due date for change in the severity of alerts,sets Resp SLA,Connector,slacalculator sets Resp SLA,slacalculator
53,p54,s295,FortiSOAR,Alert - [05] Update Ack and Response Due dates (Post Severity Change),Updates the alert’s acknowledge due date and response due date for change in the severity of alerts,checks SLA Reset Flag,Condition,Platform checks SLA Reset Flag,Platform
53,p54,s296,FortiSOAR,Alert - [05] Update Ack and Response Due dates (Post Severity Change),Updates the alert’s acknowledge due date and response due date for change in the severity of alerts,updates Set Ack SLA,API call,Platform updates Set Ack SLA,Platform
53,p54,s297,FortiSOAR,Alert - [05] Update Ack and Response Due dates (Post Severity Change),Updates the alert’s acknowledge due date and response due date for change in the severity of alerts,updates Set Resp SLA,API call,Platform updates Set Resp SLA,Platform
53,p54,s298,FortiSOAR,Alert - [05] Update Ack and Response Due dates (Post Severity Change),Updates the alert’s acknowledge due date and response due date for change in the severity of alerts,updates Reset Resp SLA,API call,Platform updates Reset Resp SLA,Platform
54,p55,s300,FortiSOAR,AlienValut OTX - File MD5 Reputation,Retrieves the reputation of indicators of type 'FileHash-MD5' using AlienValut OTX.,configurationss,Configuration,Platform configurationss,Platform
54,p55,s302,FortiSOAR,AlienValut OTX - File MD5 Reputation,Retrieves the reputation of indicators of type 'FileHash-MD5' using AlienValut OTX.,gets Reputation from AlienVault OTX,Connector,alienvault-otx gets Reputation from AlienVault OTX,alienvault-otx
54,p55,s303,FortiSOAR,AlienValut OTX - File MD5 Reputation,Retrieves the reputation of indicators of type 'FileHash-MD5' using AlienValut OTX.,computes AV OTX Summary,Connector,cyops_utilities computes AV OTX Summary,cyops_utilities
54,p55,s304,FortiSOAR,AlienValut OTX - File MD5 Reputation,Retrieves the reputation of indicators of type 'FileHash-MD5' using AlienValut OTX.,enrichment_summarys,Configuration,Platform enrichment_summarys,Platform
